File,Original Document Type,Detected Document Type,Classification Status
3526579.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3526937.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3526938.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527101.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527526.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527527.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527529.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527530.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527531.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527532.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3527533.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528133.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528303.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528325.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528349.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528362.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3528397.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528452.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3528903.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3530177.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3530699.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3530731.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531738.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531739.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531830.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531831.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531860.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531874.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3531888.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532347.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532348.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532349.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532350.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532759.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532836.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532837.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532838.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532874.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532875.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3532890.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3533325.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3533327.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3534096.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3534097.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3534608.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3534609.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3534610.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3535024.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3535221.txt ,HospitalProgressNote ,DME-CMN-FormTextFile ,failure
3535233.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3535250.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3535688.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536266.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536272.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3536273.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3536296.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536297.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536298.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536381.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536382.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536384.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536757.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536759.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536762.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3536809.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537288.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537547.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537548.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537569.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537603.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537630.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3537632.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538092.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538388.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538572.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538592.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538593.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3538594.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538624.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3538625.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539103.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539104.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539106.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539107.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539179.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539181.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3539182.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3540224.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3540370.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3540790.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3541389.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3542324.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3542515.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3542548.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3542549.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3543281.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3543516.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3543517.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3543954.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3544133.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3544153.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3544474.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3544497.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3545019.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3545021.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3545022.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3545987.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3546308.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3546389.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3546944.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3546945.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3547106.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3547295.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3548041.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3548239.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3548240.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3548250.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3549306.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3549307.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3549321.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3549865.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3550389.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3550419.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3550441.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3551396.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3551397.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3551972.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3551973.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3552719.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3552720.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3552736.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3552737.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3552791.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3554233.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3554234.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3554766.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3555059.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3555107.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3555108.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3555117.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3555121.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3555128.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3555140.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3555141.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556030.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556079.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556080.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556087.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556088.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556089.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556113.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556128.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556141.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556142.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3556143.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558069.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558189.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558399.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558466.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558467.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558974.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3558977.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3560021.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560121.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3560122.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3560123.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3560408.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560410.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560414.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560415.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560416.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3560675.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3561956.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562272.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3562320.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562362.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562401.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562402.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562407.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3562700.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563022.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563124.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563354.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563437.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563448.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563558.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3563559.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564000.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564073.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564074.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564187.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564245.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564255.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564257.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3564263.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3566183.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3566184.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3566380.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3567300.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3567301.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3567838.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3567840.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3568051.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3568080.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3568127.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3568131.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3568132.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3569435.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3569588.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3569590.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3570074.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3570076.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3572557.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3572558.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3572591.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3572592.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3572593.txt ,HospitalProgressNote ,CTScanTextFile ,failure
3572610.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3572611.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3572628.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3573129.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3573699.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3574167.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3574186.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3575357.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3576421.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3576554.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3576618.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3576619.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3577105.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3577107.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3577462.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3577747.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3577748.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3577861.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3578873.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3579367.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3580552.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3581131.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3581630.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3584224.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3584225.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3585429.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3585939.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3585940.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
